date_start,date_end,geo_id,geo_level,category_name,hierarchy_level,metric_id,value,node_name,node_external_id
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_academic_paper_or_thesis_pct,1.32,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,collaboration_bucket_augmentation_pct,49.32,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,ai_education_years_mean,12.12,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,collaboration_task_iteration_pct,32.54,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,artifact_app_or_website_pct,4.79,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,collaboration_bucket_augmentation_pct,50.73,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_resume_or_job_application_pct,1.59,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,collaboration_task_iteration_pct,26.04,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,artifact_config_or_infra_pct,2.32,Overall,-
2026-04-01,2026-05-01,RWA,country,overall,0,collaboration_task_iteration_pct,28.38,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,artifact_config_or_infra_pct,1.83,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_translation_pct,1.02,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,use_case_personal_pct,29.66,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,artifact_blog_or_article_pct,0.14,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,ai_education_years_mean,12.61,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,artifact_audio_or_music_pct,0.0,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_document_or_report_pct,15.88,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,artifact_app_or_website_pct,8.36,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,collaboration_feedback_loop_pct,12.7,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,artifact_email_or_message_pct,2.89,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_blog_or_article_pct,0.37,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,human_with_ai_time_mean,36.44,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_sql_or_database_query_pct,0.66,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,usage_per_capita_index,0.55,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,artifact_app_or_website_pct,6.41,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,ai_education_years_mean,12.63,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_app_or_website_pct,6.04,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_resume_or_job_application_pct,1.08,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_analysis_or_summary_pct,4.62,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,collaboration_bucket_augmentation_pct,45.8,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_code_fix_or_debug_pct,2.03,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,use_case_coursework_pct,35.81,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,artifact_document_or_report_pct,13.15,Overall,-
2026-04-01,2026-05-01,MUS,country,overall,0,artifact_image_or_graphic_pct,1.57,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_resume_or_job_application_pct,0.37,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,usage_per_capita_index,0.05,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,human_only_time_mean,4.7,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_email_or_message_pct,5.03,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_marketing_or_social_content_pct,3.69,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_explanation_or_answer_pct,17.11,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,human_education_years_mean,11.06,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_other_pct,0.41,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_ui_or_design_mockup_pct,0.95,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_document_or_report_pct,13.92,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,use_case_work_pct,40.33,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,usage_per_capita_index,0.52,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,artifact_math_or_calculation_pct,2.49,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,collaboration_feedback_loop_pct,16.26,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,artifact_analysis_or_summary_pct,4.32,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,artifact_game_or_interactive_pct,0.19,Overall,-
2026-04-01,2026-05-01,RWA,country,overall,0,artifact_plan_or_strategy_pct,2.15,Overall,-
2026-04-01,2026-05-01,MUS,country,overall,0,human_only_time_mean,5.23,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,collaboration_bucket_augmentation_pct,42.93,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,collaboration_directive_pct,32.94,Overall,-
2026-04-01,2026-05-01,MUS,country,overall,0,artifact_advice_or_recommendation_pct,8.32,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,human_only_time_mean,5.18,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,human_only_ability_pct,81.47,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,artifact_translation_pct,0.08,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,collaboration_learning_pct,13.47,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,ai_education_years_mean,12.97,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_audio_or_music_pct,0.09,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,artifact_translation_pct,1.57,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,usage_per_capita_index,0.19,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,artifact_translation_pct,0.28,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,collaboration_directive_pct,41.65,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,artifact_image_or_graphic_pct,1.47,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_explanation_or_answer_pct,14.81,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,artifact_explanation_or_answer_pct,13.8,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,artifact_none_pct,6.96,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,artifact_image_or_graphic_pct,1.17,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,multitasking_pct,23.33,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,artifact_data_or_spreadsheet_pct,4.02,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,human_only_time_mean,4.8,Overall,-
2026-04-01,2026-05-01,RWA,country,overall,0,artifact_creative_writing_pct,0.2,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_blog_or_article_pct,0.59,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_presentation_or_slides_pct,1.42,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_image_or_graphic_pct,1.13,Overall,-
2026-04-01,2026-05-01,RWA,country,overall,0,artifact_audio_or_music_pct,0.0,Overall,-
2026-04-01,2026-05-01,MLT,country,overall,0,artifact_chart_or_visualization_pct,1.64,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,collaboration_learning_pct,18.24,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_config_or_infra_pct,1.08,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,artifact_sql_or_database_query_pct,1.23,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,ai_autonomy_mean,2.76,Overall,-
2026-04-01,2026-05-01,MUS,country,overall,0,collaboration_directive_pct,33.56,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,collaboration_directive_pct,43.53,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,artifact_video_or_animation_pct,0.31,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,human_only_time_mean,5.92,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,collaboration_bucket_augmentation_pct,44.31,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,artifact_chart_or_visualization_pct,2.09,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,collaboration_learning_pct,14.78,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,artifact_advice_or_recommendation_pct,4.26,Overall,-
2026-04-01,2026-05-01,SLV,country,overall,0,collaboration_feedback_loop_pct,17.63,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,artifact_script_or_snippet_pct,4.43,Overall,-
2026-04-01,2026-05-01,PRI,country,overall,0,artifact_analysis_or_summary_pct,5.22,Overall,-
2026-04-01,2026-05-01,RWA,country,overall,0,artifact_recipe_or_meal_plan_pct,0.0,Overall,-
2026-04-01,2026-05-01,PRY,country,overall,0,use_case_personal_pct,33.97,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,artifact_ui_or_design_mockup_pct,1.34,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,use_case_coursework_pct,23.2,Overall,-
2026-04-01,2026-05-01,RWA,country,overall,0,artifact_analysis_or_summary_pct,2.45,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,artifact_ml_or_ai_system_pct,0.51,Overall,-
2026-04-01,2026-05-01,UGA,country,overall,0,use_case_coursework_pct,31.48,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,artifact_academic_paper_or_thesis_pct,0.21,Overall,-
2026-04-01,2026-05-01,SVN,country,overall,0,artifact_sql_or_database_query_pct,0.77,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_analysis_or_summary_pct,3.95,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,ai_autonomy_mean,2.76,Overall,-
2026-04-01,2026-05-01,ZWE,country,overall,0,artifact_recipe_or_meal_plan_pct,0.25,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_marketing_or_social_content_pct,1.27,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,artifact_document_or_report_pct,18.65,Overall,-
2026-04-01,2026-05-01,OMN,country,overall,0,artifact_recipe_or_meal_plan_pct,0.38,Overall,-
2026-04-01,2026-05-01,MNG,country,overall,0,artifact_config_or_infra_pct,1.68,Overall,-
2026-04-01,2026-05-01,PSE,country,overall,0,artifact_recipe_or_meal_plan_pct,0.39,Overall,-
2026-04-01,2026-05-01,PAN,country,overall,0,artifact_none_pct,6.33,Overall,-
2026-04-01,2026-05-01,MKD,country,overall,0,collaboration_feedback_loop_pct,19.43,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,usage_per_capita_index,0.16,Overall,-
2026-04-01,2026-05-01,UZB,country,overall,0,collaboration_learning_pct,16.96,Overall,-
2026-04-01,2026-05-01,ZMB,country,overall,0,artifact_math_or_calculation_pct,3.15,Overall,-
2026-04-01,2026-05-01,TZA,country,overall,0,ai_autonomy_mean,2.93,Overall,-
